0	it is dark , brooding and slow , and takes its central idea way too seriously .	It is dark, incubating and slow, and takes its central idea far too seriously.
0	predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .	Predecessors of mummy and mummy return to present themselves as intellectual masterpieces next to the king of the scorpion.
1	even though we know the outcome , the seesawing of the general ' s fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .	Even if we know the result, the reversal of the fate of the general in the arguments of the competing lawyers has the suspense of the stomach-core of a legal thriller, while witness testimony lends the film a touch of resounding tragedy.
1	directing with a sure and measured hand , ( haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	direction with a safe and measured hand, (haneke ) moves away from the sensational and instead offers an unshakeable and objective look to a resolutely perverse pathology.
0	this starts off with a 1950 ' s doris day feel and it gets very ugly , very fast .	It starts with a feel of doris of the 1950s and it becomes very ugly, very fast.
1	nakata ' s technique is to imply terror by suggestion , rather than the overuse of special effects .	The nakata technique is to involve terror by suggestion, rather than excessive use of special effects.
1	would be an unendurable viewing experience for this ultra-provincial new yorker if 26 - year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .	It would be an unbearable viewing experience for this new ultra-provincial Yorker if the 26-year-old reese garrot was not at hand to inject his character of pure fantasy, carmichael melania, with a massive infusion of Hollywood magic in the old way.
0	it ' s not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .	It is not the least of the Afghan tragedies that this noble warlord would be sent to the trash of history.
1	compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children .	Compassionately explores the seemingly irreconcilable situation between conservative Christian parents and their separated gay and lesbian children.
0	would that greengrass had gone a tad less for grit and a lot more for intelligibility .	Would that greengrass had gone a little less for grain and much more for intelligibility.
1	an elegant and sly deadpan comedy .	An elegant and sneaky comedy.
1	maggie smith as the ya-ya member with the o2 - tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .	Maggie blacksmith like the ya-ya member with the o2 - tank will absolutely crack you with its dirt, then waste for the gas, verbal deportation.
